Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-03-25;09:19:33;ZPc005;0000;8;AFF1FF312FF---1FF-------------;;398.5421;1.5033;;20491.87;-194.5703;;749.75;101.092;2081;1087;24.73;24.73;26.13;24.78;1499.0;42.3;28.2;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-03-25;09:41:53;ZPi005;0000;8;AFF1FF312FF---1FF-------------;CO2 Curve;400.979;1.642529;;20527.74;-155.8586;;749.52;101.108;2337;1295;25.01;25.77;27.39;25.18;1499.2;1.2;24.8;7;;;;;;;;;;;;574;;;;;;;;;;;
2021-03-25;09:45:54;MP_005;0001;8;AFF1FF312FF---1FF-------------;;399.7585;1.642529;-6.978086;20524.39;-155.8586;1092.855;749.54;101.094;2366;1360;25.01;25.72;27.66;25.20;1499.2;1.2;24.7;7;69.48;1.195991;11.224;106.5566;7.609069;273.9178;391.14;21773.1;;;;558;;;;;;;;;;;
2021-03-25;09:46:25;MP_005;0001;8;AFF1FF312FF---1FF-------------;;399.402;1.642529;-7.057131;20509.1;-155.8586;1110.136;749.62;101.090;2370;1343;25.04;25.74;27.74;25.29;1499.6;0.9;24.6;7;69.32;1.212672;11.2737;107.5665;7.677999;273.497;390.69;21775.4;;;;558;622;;;0.1029;64.81;;;;;;0.840
2021-03-25;09:49:40;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;299.92;1.320832;;20552.14;-146.7421;;749.66;101.100;2393;1351;25.01;25.73;27.84;25.20;1499.2;1.4;24.6;7;;;;;;;;;;;;542;;;;;;;;;;;
2021-03-25;09:53:40;MP_005;0001;8;AFF1FF312FF---1FF-------------;;299.7867;1.320832;-5.93925;20564.05;-146.7421;1262.617;749.51;101.112;2418;1378;25.00;25.68;27.98;25.16;1499.2;1.2;24.5;7;70.16;1.350073;10.94966;123.2982;6.406932;207.1965;292.53;21973.4;;;;535;;;;;;;;;;;
2021-03-25;09:54:11;MP_005;0001;8;AFF1FF312FF---1FF-------------;;300.004;1.320832;-6.015225;20572.84;-146.7421;1282.832;749.70;101.100;2422;1394;25.03;25.69;27.88;25.24;1499.6;1.7;24.6;7;70.11;1.369819;10.9457;125.1467;6.473912;207.6625;292.63;22000.0;;;;534;597;;;0.1055;66.47;;;;;;0.840
2021-03-25;09:57:26;ZPi005;0000;8;AFF1FF312FF---1FF-------------;;199.6276;1.154697;;20580.74;-149.6768;;749.73;101.098;2439;1406;24.99;25.66;28.08;25.13;1499.6;1.6;24.6;7;;;;;;;;;;;;523;;;;;;;;;;;
2021-03-25;10:01:26;MP_005;0001;8;AFF1FF312FF---1FF-------------;;199.4899;1.154697;-3.596823;20571;-149.6768;1461.212;749.85;101.092;2461;1458;24.99;25.62;28.05;25.08;1498.8;1.4;24.5;7;70.84;1.544153;10.61645;145.4491;4.152938;147.3636;194.74;22181.9;;;;518;;;;;;;;;;;
