Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-03-30;09:26:53;ZPc005;0000;8;AFF1FF112FF---1FF-------------;;399.4631;-0.9867921;;20560.26;-118.4007;;749.60;101.938;2622;1551;24.85;25.26;26.00;24.95;1499.6;41.5;38.5;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-03-30;09:35:05;ZPi005;0000;8;AFF1FF112FF---1FF-------------;CO2 Curve;399.2261;-1.051823;;20456.9;-114.6585;;749.67;101.940;2636;1597;24.97;25.57;27.17;25.17;1499.2;2.2;41.2;7;;;;;;;;;;;;660;;;;;;;;;;;
2021-03-30;09:39:06;MP_005;0001;8;AFF1FF112FF---1FF-------------;;399.4542;-1.051823;-7.994365;20543.02;-114.6585;677.6337;749.62;101.942;2643;1597;24.99;25.64;27.62;25.22;1499.2;2.4;41.2;7;68.71;0.7585854;11.23932;67.49387;6.207609;243.4586;392.51;21335.3;;;;630;;;;;;;;;;;
2021-03-30;09:39:37;MP_005;0001;8;AFF1FF112FF---1FF-------------;;399.4446;-1.051823;-8.093072;20532.57;-114.6585;694.8483;749.57;101.940;2644;1598;25.03;25.62;27.66;25.29;1499.6;2.6;40.8;7;68.59;0.775016;11.17985;69.32257;6.293248;245.1999;392.38;21345.2;;;;629;686;;;0.0831;52.33;;;;;;0.840
2021-03-30;09:42:52;ZPi005;0000;8;AFF1FF112FF---1FF-------------;;299.6656;-1.117537;;20563.72;-111.3568;;749.75;101.952;2649;1630;25.00;25.63;27.83;25.21;1499.0;2.2;41.3;7;;;;;;;;;;;;610;;;;;;;;;;;
2021-03-30;09:46:52;MP_005;0001;8;AFF1FF112FF---1FF-------------;;299.8192;-1.117537;-7.146105;20569.69;-111.3568;918.2042;749.70;101.938;2653;1656;25.00;25.59;28.06;25.19;1499.2;1.7;41.4;7;69.53;0.9861288;10.87709;90.66113;5.359818;197.3974;293.79;21599.3;;;;598;;;;;;;;;;;
2021-03-30;09:47:23;MP_005;0001;8;AFF1FF112FF---1FF-------------;;299.6093;-1.117537;-7.209054;20550.1;-111.3568;925.3475;749.49;101.940;2654;1675;25.01;25.58;28.04;25.28;1499.6;1.7;40.8;7;69.46;0.9926832;10.86162;91.39368;5.41551;196.939;293.53;21595.1;;;;597;651;;;0.0829;52.24;;;;;;0.840
2021-03-30;09:50:38;ZPi005;0000;8;AFF1FF112FF---1FF-------------;;199.6387;-1.026562;;20574.61;-114.3522;;749.54;101.944;2657;1674;25.00;25.56;28.10;25.16;1499.4;2.1;41.2;7;;;;;;;;;;;;586;;;;;;;;;;;
2021-03-30;09:54:38;MP_005;0001;8;AFF1FF112FF---1FF-------------;;199.6061;-1.026562;-4.780882;20565.95;-114.3522;992.3395;749.72;101.944;2661;1647;24.99;25.54;28.08;25.11;1499.4;1.9;41.4;7;69.79;1.060107;10.69384;99.13255;3.310724;140.9433;195.85;21672.6;;;;577;;;;;;;;;;;
