Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-04-22;09:12:13;ZPc005;0000;8;AFF1FF612FF---1FF-------------;;400.3044;-0.277937;;20504.33;-112.9765;;749.71;100.688;2639;1681;24.48;24.83;25.71;24.60;1499.6;41.8;27.4;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-04-22;09:20:56;ZPi005;0000;8;AFF1FF612FF---1FF-------------;CO2 Curve;400.5501;-0.3483067;;20554.79;-86.90598;;749.63;100.690;2658;1612;24.81;25.81;26.39;24.96;1499.0;3.5;46.5;7;;;;;;;;;;;;548;;;;;;;;;;;
2021-04-22;09:24:57;MP_005;0001;8;AFF1FF612FF---1FF-------------;;398.6893;-0.3483067;-2.92388;20565.69;-86.90598;215.783;749.68;100.682;2666;1647;24.90;25.96;26.61;25.03;1499.6;3.3;46.5;7;66.75;0.2896935;12.77253;22.68098;2.298803;231.7468;396.11;20868.4;;;;530;;;;;;;;;;;
2021-04-22;09:25:28;MP_005;0001;8;AFF1FF612FF---1FF-------------;;398.422;-0.3483067;-2.904418;20556.84;-86.90598;211.4168;749.72;100.690;2666;1662;24.93;25.92;26.60;25.13;1498.6;3.5;46.4;7;66.60;0.285531;12.69175;22.49737;2.282441;231.37;395.85;20862.7;;;;527;563;;;0.0639;40.25;;;;;;0.840
2021-04-22;09:28:43;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;297.2294;-0.4758744;;20553.5;-89.47575;;749.54;100.682;2673;1624;24.93;25.96;26.58;25.02;1499.8;3.1;46.9;7;;;;;;;;;;;;518;;;;;;;;;;;
2021-04-22;09:32:43;MP_005;0001;8;AFF1FF612FF---1FF-------------;;299.4908;-0.4758744;-2.499757;20579.86;-89.47575;246.5981;749.61;100.680;2679;1660;24.96;25.97;26.72;25.02;1499.4;3.3;46.7;7;66.66;0.3216338;12.75808;25.21021;1.800735;181.2739;297.47;20915.9;;;;512;;;;;;;;;;;
2021-04-22;09:33:14;MP_005;0001;8;AFF1FF612FF---1FF-------------;;299.8047;-0.4758744;-2.544833;20564.69;-89.47575;260.0857;749.51;100.680;2679;1643;24.98;25.98;26.63;25.10;1499.6;4.3;47.0;7;66.60;0.3345001;12.7634;26.20776;1.838811;183.4544;297.70;20923.2;;;;513;544;;;0.0570;35.89;;;;;;0.840
2021-04-22;09:36:29;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;199.7992;-0.4379666;;20574.59;-98.45819;;749.71;100.690;2681;1649;24.97;25.97;26.60;25.00;1499.4;2.6;46.7;7;;;;;;;;;;;;506;;;;;;;;;;;
2021-04-22;09:40:29;MP_005;0001;8;AFF1FF612FF---1FF-------------;;199.3282;-0.4379666;-1.782137;20579.2;-98.45819;292.6881;749.52;100.700;2687;1710;24.96;25.96;26.50;24.97;1499.4;2.9;45.3;7;66.82;0.3743139;12.66992;29.5435;1.185243;132.1367;197.98;20970.3;;;;505;;;;;;;;;;;
