Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);ETR-Fac
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm;mV;mV;;mV;mV;mV;mV;;;;;;;;
2021-04-06;09:24:35;ZPc005;0000;8;AFF1FF612FF---1FF-------------;;399.2414;-0.4824277;;20549.35;-83.29105;;749.62;100.128;2633;1646;24.95;25.30;25.72;24.99;1498.6;42.1;3.5;7;;;;;;;;;;;;0;;;;;;;;;;;
2021-04-06;09:32:55;ZPi005;0000;8;AFF1FF612FF---1FF-------------;CO2 Curve;399.9275;-0.5211717;;20547.08;-95.00363;;749.56;100.116;2647;1641;25.01;27.05;26.95;25.17;1499.0;2.9;28.9;7;;;;;;;;;;;;570;;;;;;;;;;;
2021-04-06;09:36:56;MP_005;0001;8;AFF1FF612FF---1FF-------------;;399.3521;-0.5211717;-3.159552;20586.91;-95.00363;201.3903;749.61;100.124;2654;1626;25.01;27.07;27.10;25.18;1498.8;3.1;29.3;7;65.99;0.2836494;15.30114;18.53779;2.359677;191.1254;396.71;20883.3;;;;558;;;;;;;;;;;
2021-04-06;09:37:27;MP_005;0001;8;AFF1FF612FF---1FF-------------;;399.6061;-0.5211717;-3.176555;20544.82;-95.00363;219.0295;749.85;100.120;2653;1673;25.04;27.04;27.12;25.26;1499.6;2.6;29.1;7;65.82;0.3006234;15.25018;19.71279;2.369605;202.285;396.93;20874.0;;;;554;592;;;0.0642;40.43;;;;;;0.840
2021-04-06;09:40:42;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;296.5133;-0.6570764;;20572.14;-101.1931;;749.56;100.124;2659;1681;25.01;27.04;27.13;25.14;1498.6;2.9;29.2;7;;;;;;;;;;;;550;;;;;;;;;;;
2021-04-06;09:44:42;MP_005;0001;8;AFF1FF612FF---1FF-------------;;299.5865;-0.6570764;-2.833385;20575.13;-101.1931;260.0853;749.64;100.120;2663;1667;24.98;27.01;27.03;25.07;1498.8;3.1;29.2;7;66.25;0.3457771;15.11708;22.87328;1.936484;159.9456;297.41;20936.4;;;;542;;;;;;;;;;;
2021-04-06;09:45:13;MP_005;0001;8;AFF1FF612FF---1FF-------------;;299.7674;-0.6570764;-2.865649;20586.19;-101.1931;264.1695;749.75;100.110;2664;1670;25.03;26.99;27.09;25.16;1497.6;3.5;29.1;7;66.09;0.3497368;15.08066;23.19108;1.965775;159.946;297.56;20942.3;;;;542;577;;;0.0607;38.15;;;;;;0.840
2021-04-06;09:48:28;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;200.253;-0.5824651;;20571.92;-102.0294;;749.50;100.120;2667;1686;24.98;27.01;27.01;25.04;1499.4;3.5;29.2;7;;;;;;;;;;;;538;;;;;;;;;;;
2021-04-06;09:52:28;MP_005;0001;8;AFF1FF612FF---1FF-------------;;199.3844;-0.5824651;-1.772511;20567.76;-102.0294;246.9339;749.65;100.132;2670;1701;24.98;27.01;26.87;24.99;1499.6;3.3;29.2;7;66.20;0.333986;15.12589;22.08042;1.048952;120.327;198.19;20916.7;;;;534;;;;;;;;;;;
2021-04-06;09:52:59;MP_005;0001;8;AFF1FF612FF---1FF-------------;;199.3198;-0.5824651;-1.787726;20569.52;-102.0294;234.5816;749.64;100.130;2670;1694;25.01;26.99;26.87;25.08;1499.6;3.5;29.1;7;66.06;0.3221592;15.10673;21.32554;1.065571;116.4624;198.12;20909.2;;;;534;564;;;0.0532;33.50;;;;;;0.840
2021-04-06;09:56:14;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;96.0918;-0.6400986;;20573.58;-111.725;;749.75;100.118;2674;1687;24.99;27.02;26.92;24.98;1499.4;3.3;29.0;7;;;;;;;;;;;;531;;;;;;;;;;;
2021-04-06;10:00:14;MP_005;0001;8;AFF1FF612FF---1FF-------------;;98.77338;-0.6400986;-0.9781098;20569.73;-111.725;268.7808;749.84;100.128;2677;1704;25.00;27.02;26.91;24.99;1499.4;3.1;29.0;7;66.25;0.364281;15.114;24.10222;0.2809608;78.16841;98.44;20950.2;;;;529;;;;;;;;;;;
2021-04-06;10:00:45;MP_005;0001;8;AFF1FF612FF---1FF-------------;;99.09832;-0.6400986;-0.9697717;20571.36;-111.725;278.9813;749.57;100.120;2678;1708;25.03;27.01;26.95;25.08;1498.6;3.5;29.1;7;66.17;0.373915;15.08589;24.78574;0.2719619;79.54433;98.76;20967.2;;;;529;552;;;0.0417;26.23;;;;;;0.840
2021-04-06;10:04:00;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;50.39307;-0.6593272;;20569.54;-115.2561;;749.57;100.132;2682;1675;24.99;26.95;26.79;24.97;1499.6;3.3;29.3;7;;;;;;;;;;;;526;;;;;;;;;;;
2021-04-06;10:08:00;MP_005;0001;8;AFF1FF612FF---1FF-------------;;48.8815;-0.6593272;-0.4802054;20584.57;-115.2561;318.3328;749.62;100.118;2686;1717;24.98;26.93;26.83;24.96;1499.0;3.1;29.5;7;66.52;0.4150051;14.86962;27.9096;-0.1882015;58.3345;49.06;21018.2;;;;526;;;;;;;;;;;
2021-04-06;10:08:31;MP_005;0001;8;AFF1FF612FF---1FF-------------;;48.80485;-0.6593272;-0.4837718;20570.35;-115.2561;331.3058;749.85;100.110;2685;1701;25.01;26.95;26.82;25.05;1498.6;2.6;29.1;7;66.38;0.4275543;14.90406;28.6871;-0.1854906;57.82108;48.98;21014.1;;;;524;545;;;0.0385;24.25;;;;;;0.840
2021-04-06;10:11:46;ZPi005;0000;8;AFF1FF612FF---1FF-------------;;401.8416;-0.7321515;;20586.98;-84.23421;;749.59;100.108;2688;1706;24.98;26.96;26.85;24.97;1499.6;3.3;29.2;7;;;;;;;;;;;;518;;;;;;;;;;;
2021-04-06;10:15:46;MP_005;0001;8;AFF1FF612FF---1FF-------------;;399.1805;-0.7321515;-4.140773;20562.25;-84.23421;344.2389;749.69;100.108;2690;1734;24.98;26.95;26.85;24.97;1499.4;3.3;29.3;7;66.42;0.4101343;14.92877;27.47273;3.031924;216.4791;395.77;20990.7;;;;518;;;;;;;;;;;
2021-04-06;10:16:46;MP_005;0001;8;AFF1FF612FF---1FF-------------;;399.0161;-0.7321515;-4.129344;20555.68;-84.23421;344.0587;749.69;100.116;2690;1721;24.99;26.93;26.90;24.98;1499.0;3.1;29.4;7;66.36;0.4099618;14.90552;27.50402;3.021367;217.1261;395.62;20984.0;;;;518;;;;;;;;;;;
2021-04-06;10:17:46;MP_005;0001;8;AFF1FF612FF---1FF-------------;;398.8516;-0.7321515;-4.085619;20551.55;-84.23421;344.7191;749.75;100.114;2692;1720;24.99;26.96;26.87;24.99;1499.2;3.1;29.1;7;66.35;0.4106267;14.96461;27.43986;2.980441;218.8839;395.50;20980.5;;;;518;;;;;;;;;;;
2021-04-06;10:18:07;MP_005;0001;8;AFF1FF612FF---1FF-------------;;399.0643;-0.7321515;-4.135896;20561.75;-84.23421;338.1833;749.30;100.110;2692;1711;25.01;26.95;26.88;25.07;1499.6;3.5;29.1;7;66.29;0.4041311;14.93159;27.0655;3.028155;214.022;395.66;20987.5;;;;515;551;;;0.0653;41.15;;;;;;0.840
