location,plot,treeID,canopy,rep,leaf,test,species,E,A,Ca,Ci,Pci,Pca,gsw,TleafEB,RHcham,Qin,Qabs,S,CO2_s,CO2_r,H2O_s,H2O_r,Flow,date_licor,date_collected,DBH,Height,Size_Class,concat
AK,3,E,high,1,1,kok,pigl,0.000637847,-2.382759286,402.9570033,468.1381412,43.55238824,37.48837855,0.052096632,23.35122208,60.21062306,10.1129,8.523944549,6.906,402.957,400.021,18.8135,17.9491,500.011,15/07/2017,16/07/2017,14.3,8.752,large,2017-07-16_AK_3_E_1_1_high_pigl
AK,3,E,high,1,1,kok,pigl,0.000640416,-2.451749206,403.0620034,470.2073298,43.74581684,37.49894027,0.052187311,23.33681239,60.06425542,5.04352,4.249440426,6.906,403.062,400.032,18.7573,17.8893,499.972,15/07/2017,16/07/2017,14.3,8.752,large,2017-07-16_AK_3_E_1_1_high_pigl
AK,3,E,high,1,1,kok,pigl,0.000726382,-0.945720874,400.8990013,418.9052063,38.96807412,37.29307195,0.058108092,23.64606741,60.14799291,64.9593,54.75991012,6.906,400.899,399.995,19.0983,18.1142,500.009,15/07/2017,16/07/2017,14.3,8.752,large,2017-07-16_AK_3_E_1_1_high_pigl
AK,3,E,high,1,1,kok,pigl,0.000716042,-1.051738638,401.0530015,422.2940793,39.28361365,37.30767713,0.057538645,23.61038591,60.23705869,60.0251,50.60019943,6.906,401.053,399.997,19.0878,18.1177,500.01,15/07/2017,16/07/2017,14.3,8.752,large,2017-07-16_AK_3_E_1_1_high_pigl
AK,3,E,low,1,1,kok,pigl,0.000600985,6.177458358,390.4133242,116.6674469,10.95540622,36.66092535,0.037215052,25.52768221,59.56153677,1799.956667,1517.363458,7.445,390.4133333,399.9606667,19.03357143,18.1557619,500.0141429,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000616384,6.260277436,390.3457049,130.7190906,12.27486687,36.65448974,0.039819561,25.2676532,59.83021786,1499.994762,1264.49568,7.445,390.3457143,400.0254762,19.14090952,18.24068571,500.0025238,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000612925,6.173964994,390.4719908,142.0528612,13.33940907,36.667094,0.041081687,25.00875066,59.82416416,1199.999048,1011.599169,7.445,390.472,400.0211905,19.15582857,18.26068571,500.0107619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000616374,5.853067857,390.9330865,161.7766793,15.19188502,36.71116584,0.042338394,24.84848319,59.81934699,999.9966667,842.9972559,7.445,390.9330952,400.0068571,19.18128095,18.28112857,500.013619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000612783,5.445917736,391.5029919,182.3880825,17.12746245,36.76475293,0.043308918,24.65005914,59.8816645,800.0044762,674.403723,7.445,391.503,399.9689048,19.18259524,18.28769524,500.0169524,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000596041,3.777444061,394.004042,250.9159567,23.56185958,36.99831622,0.044702706,24.23148347,60.00315212,400,337.1999949,7.445,394.0040476,399.9781905,19.15710476,18.28662381,500.0127143,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000584906,1.899828269,396.8130924,321.6315938,30.20139821,37.26098571,0.045225199,24.02514004,60.07591916,200.0036667,168.6030268,7.445,396.8130952,399.9875238,19.15098095,18.2967381,500.0015714,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000416796,-1.994523788,402.693622,491.8561227,46.18241353,37.81057614,0.032613673,23.77379447,59.645524,14.99965238,12.64468003,7.445,402.693619,399.9737143,18.87307143,18.26418095,500.0047619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000435607,-2.157104272,402.9474318,494.9608356,46.47469562,37.83503238,0.03429411,23.78278352,59.85478916,9.999804286,8.429867841,7.445,402.9474286,399.997,18.95989524,18.32360476,500.0238095,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000433286,-2.296163815,403.1868129,502.9113973,47.22212527,37.85823564,0.033871482,23.84765056,59.72368491,4.99899,4.214119467,7.445,403.1868095,400.0280476,18.99645714,18.36357143,500.016619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000515315,-1.162858381,401.4614779,438.0159011,41.12943685,37.6969979,0.041705144,23.57969059,60.37834971,40.0001619,33.72009656,7.445,401.4614762,400.0380476,18.88457143,18.13177143,500.0087143,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000482532,-1.300953364,401.6595257,446.8096688,41.95472081,37.71519383,0.039088701,23.53027284,60.34283282,34.9988,29.50399759,7.445,401.6595238,400.0109524,18.81329524,18.10830476,499.9877619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000578469,1.262853782,397.7813315,345.0128138,32.39708865,37.3521114,0.045125786,23.96131146,60.11593044,149.9994286,126.4494582,7.445,397.7813333,400.004381,19.141,18.29613333,499.9925714,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000569687,0.335020321,399.1993805,379.2693526,35.61301023,37.48441977,0.045016196,23.86937949,60.24775058,99.9992381,84.29942,7.445,399.199381,400.0368095,19.12772381,18.29572857,500.025619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000550048,-0.220539847,400.0161908,400.0349864,37.5622688,37.56050394,0.043411816,23.8692652,60.1561537,74.9986,63.22380643,7.445,400.0161905,400.0154286,19.11937619,18.31597619,499.9767143,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000541319,-0.326016632,400.2114767,404.2859688,37.96184189,37.57925324,0.042805271,23.85425863,60.19467291,70.00068571,59.01054338,7.445,400.2114762,400.048619,19.11686667,18.32625714,500.004,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000536218,-0.476663221,400.4025245,410.2286935,38.52021195,37.59754097,0.04251058,23.83162945,60.23223356,65.00021429,54.79512357,7.445,400.4025238,400.0124762,19.10638571,18.32323333,500.0139048,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000527648,-0.639157462,400.6715724,416.9881616,39.15600669,37.62384694,0.041797376,23.82732229,60.18919924,59.99795238,50.57822259,7.445,400.6715714,400.0346667,19.09001429,18.31935238,500.0047619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000529643,-0.807022031,400.8375726,423.3915787,39.75722925,37.6393676,0.042044599,23.79067253,60.16210223,55.0049619,46.36918704,7.445,400.8375714,399.9520476,19.04527619,18.27167143,500.0090476,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000513934,-0.921927105,401.083049,428.9685856,40.28078714,37.66229384,0.040923136,23.76324978,60.22919892,50.00168095,42.15145804,7.445,401.0830476,400.0172381,19.03582857,18.28515714,500.0057619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000524666,-1.062593833,401.2968111,433.4400078,40.70012942,37.6818749,0.042274152,23.6605221,60.40092319,45.0014381,37.9361926,7.445,401.2968095,400.0281429,18.98109524,18.21471429,500.0122857,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000464403,-1.864332881,402.4931456,475.6054651,44.65683427,37.79197469,0.036547715,23.68316938,59.57161403,20.00144762,16.86120688,7.445,402.4931429,399.9955714,18.75562857,18.07712857,500.0195714,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000496552,-1.499696265,401.9451451,454.0220757,42.63096364,37.74113591,0.03979647,23.54197807,59.91074317,30.00175714,25.29142807,7.445,401.9451429,400.009381,18.70137143,17.97587143,500.0262381,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000474373,-1.606045208,402.1059071,461.9108082,43.37073824,37.75540587,0.037708905,23.59092065,59.73719886,24.99978095,21.07485916,7.445,402.1059048,399.9986667,18.7014381,18.00835238,500.0330476,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.00055753,-0.093868709,399.8138573,395.1244064,37.10115924,37.54148654,0.043884298,23.88940298,60.10241696,80.00049048,67.44043495,7.445,399.8138571,400.006,19.1223619,18.3080619,499.9927619,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000566745,0.196695986,399.3658569,384.2771229,36.0831729,37.49998739,0.044719642,23.87387396,60.175339,90.00017619,75.87011735,7.445,399.3658571,399.9957619,19.11959048,18.29183333,499.9951905,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,3,E,low,1,1,kok,pigl,0.000424326,-2.386925638,403.3291464,509.680231,47.85822486,37.87201427,0.033169373,23.85932338,59.75094474,0,0,7.445,403.3291429,400.0298095,19.02087619,18.40106667,499.995,10/07/2017,11/07/2017,14.3,8.752,large,2017-07-11_AK_3_E_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000701756,7.038640071,392.0221829,154.0132137,14.51820674,36.9543558,0.04898204,23.74122044,59.66289402,1799.975714,1517.379693,5.427,392.0221905,399.960619,17.07284286,16.32415238,499.9942857,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000694594,7.033686752,392.0927067,161.3332402,15.20867928,36.96208059,0.050502577,23.46901402,59.83104288,1499.996667,1264.497181,5.427,392.0927143,400.0224286,17.12155238,16.38057143,500.0159524,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000676146,6.641500386,392.4950881,177.6713272,16.74890733,37.00013931,0.051315225,23.16115747,59.96398948,1199.999048,1011.599204,5.427,392.4950952,399.9914762,17.12042381,16.39913333,500.0234286,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.00065993,0.116512687,399.5765713,389.3209115,36.70187415,37.66869079,0.059341197,21.86123481,59.99630696,100.0005333,84.30041391,5.427,399.5765714,399.9892381,16.82364762,16.11942381,500.0100476,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000611633,0.075577183,399.6593809,390.3737591,36.80068012,37.67603915,0.055130936,21.85407054,60.14038322,90.00090952,75.87075787,5.427,399.659381,400.0067143,16.8536381,16.20099524,500.0267619,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000648997,-0.179023878,399.9030002,397.7172003,37.49204171,37.6980929,0.058961168,21.8113601,60.22921778,80.0001381,67.4401122,5.427,399.903,399.990381,16.8542381,16.16174286,500.0389048,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000648908,6.271924195,392.9377552,187.2730097,17.65407741,37.04192911,0.050661385,22.95849314,60.04999801,1000.001143,843.000861,5.427,392.9377619,400.0222857,17.1176,16.42530952,499.984381,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000563417,-0.76818459,400.6115723,417.529885,39.35992964,37.76506512,0.051265194,21.70968369,60.13333957,54.99995714,46.36486376,5.427,400.6115714,400.0227619,16.72430952,16.12299524,499.992381,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000550819,-0.898646773,400.7087152,422.3094432,39.80983196,37.77359677,0.050170308,21.69727619,60.15283656,50.0001619,42.15019463,5.427,400.7087143,399.9729048,16.71873333,16.13088095,500.0097143,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000550562,-1.164107085,401.0173346,431.3638301,40.66335656,37.8026847,0.049683732,21.72576575,59.82871848,40.00058095,33.72044935,5.427,401.0173333,399.9934286,16.66687619,16.07924286,499.9888571,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000661794,5.69302073,393.5409939,215.8269183,20.34587257,37.0988706,0.053521029,22.73901944,60.28467824,800.0010476,674.4007953,5.427,393.541,400.0025714,17.15018095,16.44422381,500.024619,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000600994,-1.076718779,400.9108107,425.4932373,40.11045053,37.79311121,0.054381957,21.72578664,59.84500026,45.00088571,37.93577692,5.427,400.9108095,400.0037143,16.6796619,16.0382619,500.0296667,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000659039,0.94899543,398.6907133,366.0232242,34.50553815,37.58514953,0.059375599,21.9336182,60.42130488,150.0011905,126.450967,5.427,398.6907143,400.0059524,16.9700381,16.26685238,499.9975238,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000474564,-2.060537185,402.0416213,471.9332377,44.48583894,37.89764607,0.042710751,21.71145908,59.73214507,5.000418571,4.215321888,5.427,402.041619,400.0121905,16.63904762,16.13252381,499.9975714,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000676682,3.540366869,395.8777105,290.6647139,27.40084192,37.31922743,0.057897971,22.29001334,60.07639344,400.0000952,337.2001183,5.427,395.8777143,400.0114286,17.00945714,16.2874381,499.971,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000640949,1.558722025,398.0158079,346.9839269,32.71057954,37.52141449,0.056863931,22.04394175,60.30090648,200.0007619,168.6007189,5.427,398.0158095,399.9844762,16.99820476,16.31436667,500.0162857,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000615228,-0.245821742,399.9895717,399.9820476,37.70604482,37.70675411,0.055978774,21.78614576,60.27965877,74.99728095,63.22272459,5.427,399.9895714,399.9898571,16.83804762,16.18155238,500.0227143,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000612418,-0.383709487,400.173429,404.1682678,38.10052959,37.72394022,0.055520388,21.78226406,60.11809021,69.99939048,59.00945005,5.427,400.1734286,400.0229524,16.79296667,16.13940952,499.9986667,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000641699,-0.51120167,400.2809053,407.2818039,38.39428184,37.73431012,0.058145211,21.76412628,59.97478906,65.0015,54.79633541,5.427,400.2809048,400.0048571,16.74661429,16.06181429,500.0266667,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000628852,-0.705675258,400.4822389,413.2440531,38.95557428,37.75254717,0.056904033,21.75204825,59.90309579,59.99828571,50.57859014,5.427,400.4822381,399.9896667,16.71593333,16.04480952,500.0170952,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000483802,-1.707892251,401.610859,457.2946293,43.10667399,37.85766825,0.043400503,21.7200757,59.65563639,20.00105714,16.86092837,5.427,401.6108571,399.9680476,16.61463333,16.09825238,500.0131429,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000482458,-1.825176848,401.7934781,461.6359879,43.51505011,37.87413415,0.043528831,21.70032588,59.81853078,15.00064286,12.64554528,5.427,401.7934762,400.0230476,16.6445619,16.12968095,500.0608095,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000495522,-2.007220772,401.9622402,466.5256747,43.97675001,37.89071836,0.04472488,21.6937717,59.77247432,10.00005048,8.430081552,5.427,401.9622381,399.9998571,16.6328381,16.1039619,500.016619,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000552059,-1.334525384,401.1992395,437.0701508,41.20166158,37.82018805,0.049591487,21.73704604,59.65734765,34.99899048,29.50420072,5.427,401.1992381,399.9911905,16.63547619,16.0462619,500.0189524,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.00054273,-1.474043439,401.3461444,442.6659255,41.72826565,37.83322268,0.048580815,21.737751,59.52335775,30.00046667,25.29037379,5.427,401.3461429,399.9825714,16.60141905,16.02209048,499.974619,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000516203,-1.594606066,401.5000969,449.1108766,42.33563559,37.84758437,0.046550998,21.70838227,59.78104557,25.00224762,21.07687534,5.427,401.5000952,399.9943333,16.6412619,16.09032381,500.0226667,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,low,1,1,kok,pigl,0.000432896,-2.199115905,402.1889071,484.3219269,45.65513453,37.91277587,0.039345909,21.65932301,60.05724976,0,0,5.427,402.1889048,399.9910476,16.66971429,16.2077,500.0201429,11/07/2017,12/07/2017,19.075,11.857,large,2017-07-12_AK_4_B_1_1_low_pigl
AK,4,B,high,1,1,kok,pigl,0.000909881,-0.048030878,399.6044707,393.4982494,36.61678949,37.18500096,0.08303599,21.75543843,60.19051903,65.00037647,54.7953546,6.544,399.6044706,400.0174706,17.08851765,15.91803529,500.0084118,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000900441,-0.198507615,399.8492944,396.6951452,36.91426074,37.20776845,0.082278746,21.73865981,60.20036883,60.00086471,50.58071096,6.544,399.8492941,400.0607059,17.0761,15.91774118,500.0059412,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000885914,-0.324438431,399.9563534,399.3638234,37.16313203,37.2182704,0.081025615,21.72022072,60.20280358,55.00009412,46.36512971,6.544,399.9563529,399.9954706,17.05825294,15.91855882,500.005,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000874162,-0.509446944,400.1600595,403.3640483,37.53553415,37.23738306,0.080024121,21.70357288,60.20430965,50.00034118,42.15027149,6.544,400.1600588,399.9511176,17.04293529,15.91832353,499.9966471,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000883517,-0.588258229,400.3741772,405.0221876,37.68992993,37.25740255,0.081050497,21.68270982,60.19669125,45.00020588,37.93521461,6.544,400.3741765,400.0672353,17.02629412,15.88963529,499.9997647,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000806945,-0.721878015,400.5463539,409.2539577,38.08447452,37.27415978,0.073451918,21.68144021,60.03848468,39.99954118,33.71957546,6.544,400.5463529,400.0245882,16.9644,15.92618824,500.0004706,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000758958,-1.539669834,401.6004726,430.1165127,40.0276412,37.37387231,0.069435497,21.59972069,60.04615253,15.00078824,12.64564565,6.544,401.6004706,399.9842941,16.89239412,15.91586471,500.0074706,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000952953,0.129952504,399.3191175,389.8693186,36.27856906,37.15790263,0.086849291,21.80265236,60.19982621,75.00115882,63.22596054,6.544,399.3191176,399.9872353,17.14261176,15.91677647,500.0037059,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000925491,0.102780081,399.3972352,390.3948063,36.32777414,37.16548559,0.084334192,21.77812015,60.17390717,70.00199412,59.01166777,6.544,399.3972353,400.0155294,17.10693529,15.91638824,500.006,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.001119918,9.04752428,387.5648705,194.0215376,18.05167908,36.0588662,0.07844999,23.76549085,59.7207942,1799.978824,1517.382189,6.544,387.5648824,399.9742353,17.4533,16.01314706,500.0048235,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.001010952,4.547539253,393.566347,301.9948173,28.09947776,36.61986294,0.086777475,22.32467253,60.15355479,399.9998235,337.199861,6.544,393.5663529,400.0388235,17.38179412,16.08167647,500.0069412,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000987046,2.151188444,396.6728207,350.0965138,32.57560268,36.90941124,0.087761774,22.08095886,60.29367942,200.0007059,168.6006006,6.544,396.6728235,400.0007059,17.35172941,16.08231176,500.005,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.001011109,1.428961005,397.6228217,365.1254035,33.97445869,36.99830251,0.090622164,21.98238307,60.13880683,149.9988235,126.4490352,6.544,397.6228235,400.0192353,17.25788235,15.95738235,500.0004706,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000992391,0.545661314,398.8104699,382.0168675,35.5468309,37.10948269,0.090170581,21.89463585,60.31390278,99.99983529,84.29985824,6.544,398.8104706,400.0425882,17.25865882,15.98227059,500.0143529,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000963855,0.495798949,398.9164699,382.7206452,35.61238786,37.11941917,0.087387248,21.87105641,60.19878795,90.00048824,75.87036406,6.544,398.9164706,400.0685882,17.20292353,15.96314706,500.0063529,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000952325,0.287833814,399.1422937,386.751665,35.98784851,37.14081594,0.086663557,21.83707502,60.24646161,79.9973,67.43772638,6.544,399.1422941,400.0164706,17.18726471,15.96232941,500.0187059,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000772763,-1.664547359,401.7985904,432.3561041,40.23675809,37.39295579,0.07107166,21.58170859,60.15643341,9.999594706,8.429668928,6.544,401.7985882,400.0264118,16.91289412,15.91861176,500.0020588,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.001041511,8.390519656,388.4775772,210.2817962,19.56547283,36.14553241,0.079116481,23.19270926,59.95799083,1199.999412,1011.599516,6.544,388.4775882,399.9885294,17.47635882,16.13706471,500.0050588,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000830457,-0.931591096,400.7842365,413.3953651,38.47037255,37.29678703,0.076210258,21.65532115,60.21861442,34.99904118,29.50415727,6.544,400.7842353,400.0005882,16.99894706,15.93052941,500.0038824,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000816111,-1.063785476,400.9588837,416.727704,38.78011808,37.31269294,0.074962546,21.63810178,60.22483522,30.00015882,25.2901174,6.544,400.9588824,399.9948824,16.98395294,15.93397647,500.0040588,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000808604,-1.205542968,401.1676486,420.1914297,39.10239719,37.33207207,0.074328074,21.62567836,60.22148647,25.00057059,21.07550576,6.544,401.1676471,400.0144118,16.97291765,15.9326,500.0100588,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.000801025,-1.393165544,401.4098842,424.7395735,39.52671389,37.35562832,0.073704225,21.60913052,60.21649159,20.00047059,16.86042434,6.544,401.4098824,400.0073529,16.95665294,15.92605882,500.0052353,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.001110431,8.959234981,387.7082824,201.5816314,18.75542053,36.07288931,0.08085118,23.48221257,59.72536859,1499.997647,1264.497995,6.544,387.7082941,399.9978235,17.44301176,16.01500588,499.9912941,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.001050205,7.150944111,390.1082259,247.0185299,22.98410656,36.29804224,0.084825969,22.75585774,60.05573555,800.0003529,674.4003063,6.544,390.1082353,400.0032941,17.43233529,16.08182941,500.0153529,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
AK,4,B,high,1,1,kok,pigl,0.00104948,7.837299485,389.2072838,228.6993376,21.27926102,36.21367457,0.082419249,22.97653502,60.12942609,999.9980588,842.9984201,6.544,389.2072941,399.9990588,17.49344118,16.14394706,500.0135294,15/07/2017,16/07/2017,19.075,11.857,large,2017-07-16_AK_4_B_1_1_high_pigl
