Experiment,Genotype,Treatment,Replicate,O2 (%),Iinc (mmol/m2/s),Ca (ppm),Ci (ppm),A (mmol/m2/s),F2 (mol/mol),Tleaf (℃),VPDL (kPa),gs (mol/m2/s),Tr (mol/m2/s)
EXP2020,Thésée,MT-Drought,3,21,90.0,400.09,381.35,-0.0254,0.4902,40.0,3.0,0.0081,0.0003
EXP2020,Thésée,MT-Drought,3,21,60.1,400.65,479.55,-0.5115,0.5129,40.0,3.0,0.0078,0.0003
EXP2020,Thésée,MT-Drought,3,21,40.0,401.32,602.95,-1.1100,0.5245,40.0,3.0,0.0077,0.0003
EXP2020,Thésée,MT-Drought,3,21,999.9,394.66,202.17,4.1623,0.2312,40.0,3.1,0.0384,0.0014
EXP2020,Thésée,MT-Drought,3,21,999.9,197.96,125.55,1.6453,0.2072,40.0,3.1,0.0423,0.0016
EXP2020,Thésée,MT-Drought,3,21,1000.1,99.84,86.44,0.2402,0.1886,40.0,3.1,0.0496,0.0019
EXP2020,Thésée,MT-Drought,3,21,1000.0,51.01,67.37,-0.7065,0.1717,40.0,3.1,0.0572,0.0021
EXP2020,Thésée,MT-Drought,3,21,999.8,393.99,189.65,4.7040,0.2250,40.0,3.0,0.0406,0.0015
EXP2020,Thésée,MT-Drought,3,21,1000.0,396.51,179.17,2.8226,0.2149,40.0,3.0,0.0227,0.0009
EXP2020,Thésée,MT-Drought,3,21,1000.0,397.16,170.60,2.3266,0.2125,40.0,3.1,0.0178,0.0007
EXP2020,Thésée,MT-Drought,3,21,1000.0,645.40,261.40,3.6493,0.2250,40.0,3.1,0.0164,0.0006
EXP2020,Thésée,MT-Drought,3,21,1000.0,994.34,422.50,4.3453,0.2356,40.0,3.1,0.0132,0.0005
EXP2020,Thésée,MT-Drought,3,21,1000.0,1493.23,672.98,5.0334,0.2461,40.0,3.1,0.0107,0.0004
EXP2020,Thésée,MT-Drought,3,2,200.0,997.77,699.07,1.4353,0.3237,40.0,3.0,0.0093,0.0004
EXP2020,Thésée,MT-Drought,3,2,150.2,997.93,698.94,1.2992,0.3671,40.0,3.0,0.0084,0.0003
EXP2020,Thésée,MT-Drought,3,2,120.0,998.25,732.95,1.0809,0.3959,40.0,3.0,0.0081,0.0003
EXP2020,Thésée,MT-Drought,3,2,90.1,998.80,821.43,0.6179,0.4286,40.0,3.1,0.0081,0.0003
EXP2020,Thésée,MT-Drought,3,2,59.8,999.71,983.32,-0.2148,0.4643,40.0,3.1,0.0079,0.0003
EXP2020,Thésée,MT-Drought,3,2,40.0,1000.59,1158.73,-0.9384,0.4789,40.0,3.0,0.0067,0.0003
EXP2020,Thésée,MT-Drought,4,21,2000.0,392.06,193.28,6.7354,0.1591,39.9,3.0,0.0590,0.0018
EXP2020,Thésée,MT-Drought,4,21,1500.1,392.63,188.21,6.2555,0.2041,40.0,3.0,0.0531,0.0016
EXP2020,Thésée,MT-Drought,4,21,1000.0,393.83,168.17,5.2796,0.2718,40.1,3.0,0.0401,0.0012
EXP2020,Thésée,MT-Drought,4,21,500.1,395.95,218.45,3.3726,0.3890,40.1,3.0,0.0335,0.0011
EXP2020,Thésée,MT-Drought,4,21,199.9,398.44,265.40,1.3267,0.5149,39.9,3.0,0.0183,0.0006
EXP2020,Thésée,MT-Drought,4,21,150.0,399.15,286.85,0.7692,0.5449,40.0,3.0,0.0130,0.0004
EXP2020,Thésée,MT-Drought,4,21,120.0,399.55,286.49,0.4339,0.5665,40.0,3.0,0.0072,0.0002
EXP2020,Thésée,MT-Drought,4,21,90.0,399.98,344.99,0.1070,0.5858,40.1,3.0,0.0047,0.0001
EXP2020,Thésée,MT-Drought,4,21,60.2,400.64,491.59,-0.4905,0.5954,40.0,3.0,0.0069,0.0002
EXP2020,Thésée,MT-Drought,4,21,39.9,401.26,638.32,-1.0976,0.5983,40.0,3.0,0.0067,0.0002
EXP2020,Thésée,MT-Drought,4,21,999.9,391.85,217.97,6.7806,0.3105,40.0,3.0,0.0690,0.0021
EXP2020,Thésée,MT-Drought,4,21,1000.0,196.90,131.16,2.6218,0.2703,39.9,3.0,0.0735,0.0022
EXP2020,Thésée,MT-Drought,4,21,999.8,99.65,89.66,0.2782,0.2415,40.0,3.0,0.0859,0.0027
EXP2020,Thésée,MT-Drought,4,21,1000.1,51.25,64.31,-0.9477,0.2199,40.0,3.0,0.0965,0.0030
EXP2020,Thésée,MT-Drought,4,21,1000.2,390.34,225.66,7.9180,0.3115,40.1,3.1,0.0860,0.0027
EXP2020,Thésée,MT-Drought,4,21,999.9,392.27,197.70,6.4941,0.3081,40.0,3.0,0.0583,0.0018
EXP2020,Thésée,MT-Drought,4,21,999.9,393.73,182.01,5.3260,0.3015,39.9,3.0,0.0434,0.0013
EXP2020,Thésée,MT-Drought,4,21,999.9,640.39,250.75,8.2028,0.3258,40.0,3.0,0.0359,0.0011
EXP2020,Thésée,MT-Drought,4,21,999.9,987.69,401.84,10.3299,0.3502,40.0,3.0,0.0301,0.0009
EXP2020,Thésée,MT-Drought,4,21,999.9,1484.68,579.30,12.5412,0.3688,40.0,3.0,0.0236,0.0007
EXP2020,Thésée,MT-Drought,4,2,199.9,996.01,444.76,3.1927,0.4450,40.0,3.0,0.0099,0.0003
EXP2020,Thésée,MT-Drought,4,2,150.0,996.77,606.49,2.4327,0.4900,40.0,3.0,0.0111,0.0003
EXP2020,Thésée,MT-Drought,4,2,120.0,997.45,638.61,1.9311,0.5215,39.9,3.0,0.0097,0.0003
EXP2020,Thésée,MT-Drought,4,2,90.0,998.28,811.34,1.0596,0.5558,40.0,3.0,0.0120,0.0004
EXP2020,Thésée,MT-Drought,4,2,60.2,999.38,839.05,0.3180,0.5832,39.9,3.0,0.0044,0.0001
EXP2020,Thésée,MT-Drought,4,2,40.1,1000.42,1128.54,-0.6447,0.5915,40.0,3.0,0.0057,0.0002
EXP2020,Thésée,LT-Well water,1,21,2000.2,371.20,262.49,23.9260,0.1986,12.6,0.9,0.3876,0.0032
EXP2020,Thésée,LT-Well water,1,21,1500.1,372.64,273.88,22.7422,0.2399,11.9,0.9,0.4089,0.0034
EXP2020,Thésée,LT-Well water,1,21,1000.0,374.13,280.04,21.4203,0.3226,12.0,0.9,0.4055,0.0034
EXP2020,Thésée,LT-Well water,1,21,500.0,379.11,300.44,17.0806,0.4555,12.0,0.9,0.3909,0.0033
EXP2020,Thésée,LT-Well water,1,21,200.2,388.32,341.92,9.1057,0.5386,12.0,0.9,0.3727,0.0032
EXP2020,Thésée,LT-Well water,1,21,150.0,390.68,350.10,7.1761,0.5559,12.0,0.9,0.3414,0.0029
EXP2020,Thésée,LT-Well water,1,21,119.9,392.28,353.49,5.8627,0.5667,12.0,0.9,0.2924,0.0025
EXP2020,Thésée,LT-Well water,1,21,90.1,394.13,356.46,4.4486,0.5781,12.0,0.9,0.2277,0.0020
EXP2020,Thésée,LT-Well water,1,21,60.0,396.28,358.88,2.8684,0.5892,12.0,0.9,0.1467,0.0013
EXP2020,Thésée,LT-Well water,1,21,40.2,397.87,358.27,1.6609,0.5971,12.0,0.9,0.0786,0.0007
EXP2020,Thésée,LT-Well water,1,21,1000.1,377.76,263.53,18.6284,0.3012,12.0,0.9,0.2828,0.0024
EXP2020,Thésée,LT-Well water,1,21,1000.0,187.45,123.43,10.7029,0.2586,12.0,0.9,0.2885,0.0024
EXP2020,Thésée,LT-Well water,1,21,1000.1,94.16,64.30,5.1113,0.2123,12.0,0.9,0.2967,0.0025
EXP2020,Thésée,LT-Well water,1,21,999.9,47.95,36.83,1.9258,0.1803,12.0,0.9,0.3059,0.0026
EXP2020,Thésée,LT-Well water,1,21,1000.1,378.72,281.66,17.6490,0.2744,12.0,0.9,0.3197,0.0027
EXP2020,Thésée,LT-Well water,1,21,1000.1,376.44,273.57,19.5936,0.2971,12.0,0.9,0.3344,0.0028
EXP2020,Thésée,LT-Well water,1,21,1000.0,375.59,272.00,20.2988,0.3069,12.0,0.9,0.3443,0.0029
EXP2020,Thésée,LT-Well water,1,21,1000.1,620.81,498.17,23.6680,0.3099,12.0,0.9,0.3465,0.0029
EXP2020,Thésée,LT-Well water,1,21,1000.0,970.19,844.86,23.1266,0.2934,12.0,0.9,0.3454,0.0029
EXP2020,Thésée,LT-Well water,1,21,999.9,1468.49,1335.32,23.0130,0.2870,12.0,0.9,0.3409,0.0029
EXP2020,Thésée,LT-Well water,1,2,199.8,986.62,801.21,9.7666,0.6146,12.0,0.9,0.0918,0.0008
EXP2020,Thésée,LT-Well water,1,2,150.1,989.47,808.09,7.6351,0.6343,12.0,0.9,0.0733,0.0007
EXP2020,Thésée,LT-Well water,1,2,120.0,991.75,773.14,6.0549,0.6438,12.0,0.9,0.0474,0.0004
EXP2020,Thésée,LT-Well water,1,2,90.1,993.83,794.69,4.4481,0.6503,12.0,0.9,0.0384,0.0003
EXP2020,Thésée,LT-Well water,1,2,60.0,996.71,802.71,2.4371,0.6514,12.0,0.9,0.0216,0.0002
EXP2020,Thésée,LT-Well water,1,2,39.9,997.62,857.66,1.5838,0.6796,12.0,0.9,0.0201,0.0002
EXP2020,Thésée,LT-Well water,2,21,2000.0,376.67,239.06,18.6773,0.1508,12.0,0.9,0.2320,0.0020
EXP2020,Thésée,LT-Well water,2,21,1500.0,380.49,221.76,15.7252,0.1858,12.0,0.9,0.1669,0.0015
EXP2020,Thésée,LT-Well water,2,21,1000.0,385.32,219.61,11.8470,0.2382,12.0,0.9,0.1195,0.0010
EXP2020,Thésée,LT-Well water,2,21,500.0,387.71,234.25,9.9424,0.3877,12.0,0.9,0.1085,0.0010
EXP2020,Thésée,LT-Well water,2,21,200.0,391.02,271.58,7.2053,0.5682,12.0,0.9,0.1020,0.0009
EXP2020,Thésée,LT-Well water,2,21,150.0,392.57,279.27,6.0012,0.6085,12.0,0.9,0.0897,0.0008
EXP2020,Thésée,LT-Well water,2,21,120.0,393.75,270.05,5.0673,0.6314,12.0,0.9,0.0689,0.0006
EXP2020,Thésée,LT-Well water,2,21,90.0,395.23,277.99,3.8820,0.6509,12.0,0.9,0.0557,0.0005
EXP2020,Thésée,LT-Well water,2,21,60.0,396.60,287.32,2.8130,0.6687,12.0,0.9,0.0434,0.0004
EXP2020,Thésée,LT-Well water,2,21,40.0,397.68,300.03,1.9594,0.6815,12.0,0.9,0.0340,0.0003
EXP2020,Thésée,LT-Well water,2,21,1000.0,384.43,239.41,12.5224,0.2332,12.0,0.9,0.1455,0.0013
EXP2020,Thésée,LT-Well water,2,21,1000.0,191.24,115.57,7.2131,0.2065,12.0,0.9,0.1607,0.0014
EXP2020,Thésée,LT-Well water,2,21,1000.0,95.85,61.73,3.5399,0.1807,12.0,0.9,0.1760,0.0015
EXP2020,Thésée,LT-Well water,2,21,1000.0,48.58,36.37,1.3695,0.1621,12.0,0.9,0.1942,0.0017
EXP2020,Thésée,LT-Well water,2,21,1000.0,381.71,263.18,14.5763,0.2354,12.0,0.9,0.2109,0.0018
EXP2020,Thésée,LT-Well water,2,21,1000.0,379.58,254.12,16.3098,0.2610,12.0,0.9,0.2228,0.0019
EXP2020,Thésée,LT-Well water,2,21,1000.0,378.69,250.56,17.0268,0.2699,12.0,0.9,0.2276,0.0019
EXP2020,Thésée,LT-Well water,2,21,1000.0,623.20,462.32,21.0195,0.2830,12.0,0.9,0.2268,0.0019
EXP2020,Thésée,LT-Well water,2,21,1000.0,970.59,791.47,22.4042,0.2801,12.0,0.9,0.2221,0.0019
EXP2020,Thésée,LT-Well water,2,21,1000.0,1468.45,1265.44,23.1818,0.2816,12.0,0.9,0.2082,0.0018
EXP2020,Thésée,LT-Well water,2,2,200.0,984.06,790.99,12.1835,0.5745,12.0,0.9,0.1099,0.0010
EXP2020,Thésée,LT-Well water,2,2,150.0,987.83,785.75,9.3038,0.5939,12.0,0.9,0.0795,0.0007
EXP2020,Thésée,LT-Well water,2,2,120.0,990.43,756.99,7.3516,0.6045,12.0,0.9,0.0537,0.0005
EXP2020,Thésée,LT-Well water,2,2,90.0,993.04,709.38,5.4265,0.6144,12.0,0.9,0.0321,0.0003
EXP2020,Thésée,LT-Well water,2,2,60.0,995.51,756.85,3.3986,0.6331,12.0,0.9,0.0241,0.0002
EXP2020,Thésée,LT-Well water,2,2,40.0,996.91,797.83,2.3148,0.6500,12.0,0.9,0.0199,0.0002
EXP2020,Thésée,LT-Well water,3,21,2000.0,371.29,277.65,22.2885,0.1622,12.6,0.9,0.4254,0.0035
EXP2020,Thésée,LT-Well water,3,21,1500.0,373.37,286.19,20.6514,0.1957,12.0,0.9,0.4253,0.0035
EXP2020,Thésée,LT-Well water,3,21,999.9,375.54,294.14,18.8539,0.2613,11.9,0.9,0.4175,0.0035
EXP2020,Thésée,LT-Well water,3,21,500.1,380.00,309.86,15.2696,0.3931,12.0,0.9,0.3963,0.0033
EXP2020,Thésée,LT-Well water,3,21,200.0,387.83,341.00,8.9059,0.5158,12.0,0.9,0.3606,0.0031
EXP2020,Thésée,LT-Well water,3,21,150.0,390.20,347.94,7.0832,0.5476,12.0,0.9,0.3208,0.0027
EXP2020,Thésée,LT-Well water,3,21,119.8,391.81,349.92,5.9244,0.5686,12.0,0.9,0.2693,0.0023
EXP2020,Thésée,LT-Well water,3,21,89.9,393.68,352.95,4.6443,0.5878,12.0,0.9,0.2167,0.0019
EXP2020,Thésée,LT-Well water,3,21,59.8,395.84,359.39,3.0277,0.6053,12.0,0.9,0.1598,0.0014
EXP2020,Thésée,LT-Well water,3,21,40.0,397.37,362.81,1.9250,0.6188,12.0,0.9,0.1074,0.0009
EXP2020,Thésée,LT-Well water,3,21,999.9,377.23,282.41,17.7337,0.2578,12.0,0.9,0.3299,0.0028
EXP2020,Thésée,LT-Well water,3,21,999.9,186.38,131.03,10.8205,0.2290,12.0,0.9,0.3423,0.0029
EXP2020,Thésée,LT-Well water,3,21,1000.2,94.03,70.33,4.8140,0.1857,12.0,0.9,0.3596,0.0030
EXP2020,Thésée,LT-Well water,3,21,1000.0,47.96,39.05,1.8199,0.1573,12.0,0.9,0.3700,0.0031
EXP2020,Thésée,LT-Well water,3,21,999.9,379.08,303.57,16.0242,0.2281,12.0,0.9,0.3829,0.0032
EXP2020,Thésée,LT-Well water,3,21,999.9,377.31,295.65,17.4838,0.2461,12.0,0.9,0.3842,0.0032
EXP2020,Thésée,LT-Well water,3,21,1000.2,376.65,293.05,18.0166,0.2524,12.0,0.9,0.3861,0.0032
EXP2020,Thésée,LT-Well water,3,21,1000.0,623.44,511.08,20.0795,0.2514,12.0,0.9,0.3225,0.0027
EXP2020,Thésée,LT-Well water,3,21,1000.0,970.85,843.56,21.2289,0.2527,12.0,0.9,0.3103,0.0026
EXP2020,Thésée,LT-Well water,3,21,1000.0,1469.63,1335.25,20.8338,0.2479,12.0,0.9,0.3039,0.0026
EXP2020,Thésée,LT-Well water,3,2,200.0,984.75,892.11,10.6469,0.4940,12.0,0.9,0.2220,0.0019
EXP2020,Thésée,LT-Well water,3,2,150.0,987.89,906.26,8.1445,0.5147,12.0,0.9,0.1968,0.0017
EXP2020,Thésée,LT-Well water,3,2,119.9,990.10,908.95,6.7064,0.5279,12.0,0.9,0.1626,0.0014
EXP2020,Thésée,LT-Well water,3,2,90.0,992.49,909.20,5.0625,0.5420,12.0,0.9,0.1183,0.0010
EXP2020,Thésée,LT-Well water,3,2,60.1,995.10,916.33,3.2552,0.5578,12.0,0.9,0.0809,0.0007
EXP2020,Thésée,LT-Well water,3,2,40.0,996.87,929.31,1.9435,0.5704,12.0,0.9,0.0583,0.0005
EXP2020,Thésée,LT-Well water,4,21,2000.0,377.76,267.23,17.9504,0.1424,12.0,0.9,0.2823,0.0024
EXP2020,Thésée,LT-Well water,4,21,1500.0,378.61,268.38,17.2699,0.1811,12.0,0.9,0.2721,0.0023
EXP2020,Thésée,LT-Well water,4,21,1000.0,379.89,269.58,16.2347,0.2478,12.0,0.9,0.2550,0.0022
EXP2020,Thésée,LT-Well water,4,21,500.0,382.84,278.93,13.7989,0.3890,12.0,0.9,0.2302,0.0020
EXP2020,Thésée,LT-Well water,4,21,200.0,389.31,314.70,8.4725,0.5139,12.0,0.9,0.2006,0.0018
EXP2020,Thésée,LT-Well water,4,21,150.0,391.46,318.13,6.7884,0.5398,12.0,0.9,0.1631,0.0014
EXP2020,Thésée,LT-Well water,4,21,120.0,393.25,309.75,5.4306,0.5566,12.0,0.9,0.1126,0.0010
EXP2020,Thésée,LT-Well water,4,21,90.0,395.34,293.34,3.8359,0.5718,12.0,0.9,0.0638,0.0006
EXP2020,Thésée,LT-Well water,4,21,60.0,397.26,286.59,2.3292,0.5884,12.0,0.9,0.0354,0.0003
EXP2020,Thésée,LT-Well water,4,21,40.0,398.40,301.37,1.4257,0.6013,12.0,0.9,0.0249,0.0002
EXP2020,Thésée,LT-Well water,4,21,1000.0,382.56,231.67,14.4143,0.2371,12.0,0.9,0.1611,0.0014
EXP2020,Thésée,LT-Well water,4,21,1000.0,190.68,113.75,7.8609,0.1935,12.0,0.9,0.1725,0.0015
EXP2020,Thésée,LT-Well water,4,21,1000.0,95.76,62.15,3.7050,0.1538,12.0,0.9,0.1875,0.0016
EXP2020,Thésée,LT-Well water,4,21,1000.0,48.59,36.57,1.3916,0.1315,12.0,0.9,0.2008,0.0017
EXP2020,Thésée,LT-Well water,4,21,1000.0,383.80,276.98,13.2105,0.2103,12.0,0.9,0.2134,0.0018
EXP2020,Thésée,LT-Well water,4,21,1000.0,380.77,261.86,15.7235,0.2390,12.0,0.9,0.2274,0.0020
EXP2020,Thésée,LT-Well water,4,21,1000.0,380.00,260.18,16.3456,0.2476,12.0,0.9,0.2347,0.0020
EXP2020,Thésée,LT-Well water,4,21,1000.0,625.32,483.01,19.7106,0.2582,12.0,0.9,0.2429,0.0021
EXP2020,Thésée,LT-Well water,4,21,1000.0,974.07,828.48,19.8986,0.2484,12.0,0.9,0.2484,0.0021
EXP2020,Thésée,LT-Well water,4,21,1000.0,1472.62,1319.91,19.9160,0.2453,12.0,0.9,0.2486,0.0021
EXP2020,Thésée,LT-Well water,4,2,200.0,983.69,809.42,12.6763,0.5652,12.0,0.9,0.1281,0.0011
EXP2020,Thésée,LT-Well water,4,2,150.1,987.44,806.70,9.7531,0.5850,12.0,0.9,0.0943,0.0008
EXP2020,Thésée,LT-Well water,4,2,120.0,990.09,784.92,7.7651,0.5936,12.0,0.9,0.0652,0.0006
EXP2020,Thésée,LT-Well water,4,2,90.0,992.97,756.60,5.5589,0.6012,12.0,0.9,0.0400,0.0004
EXP2020,Thésée,LT-Well water,4,2,60.0,995.54,748.96,3.4960,0.6158,12.0,0.9,0.0240,0.0002
EXP2020,Thésée,LT-Well water,4,2,40.0,997.22,760.13,2.1744,0.6298,12.0,0.9,0.0155,0.0001
EXP2020,Thésée,LT-Well water,5,21,2000.0,367.77,253.77,26.7897,0.2314,15.0,1.0,0.4163,0.0038
EXP2020,Thésée,LT-Well water,5,21,1500.1,368.69,258.31,26.0262,0.2924,15.0,1.0,0.4188,0.0039
EXP2020,Thésée,LT-Well water,5,21,1000.1,370.69,265.56,24.1539,0.3853,15.0,1.0,0.4088,0.0038
EXP2020,Thésée,LT-Well water,5,21,499.9,376.40,285.46,19.3564,0.5286,15.0,1.0,0.3813,0.0036
EXP2020,Thésée,LT-Well water,5,21,200.1,386.95,330.12,10.2914,0.6111,15.0,1.0,0.3378,0.0032
EXP2020,Thésée,LT-Well water,5,21,150.0,389.80,337.96,7.9626,0.6256,15.0,1.0,0.2882,0.0028
EXP2020,Thésée,LT-Well water,5,21,120.2,392.57,311.69,6.1047,0.6397,15.0,1.0,0.1323,0.0013
EXP2020,Thésée,LT-Well water,5,21,90.1,395.96,293.25,3.4127,0.6462,15.0,1.0,0.0566,0.0006
EXP2020,Thésée,LT-Well water,5,21,60.0,397.90,307.94,1.8476,0.6569,15.0,1.0,0.0352,0.0004
EXP2020,Thésée,LT-Well water,5,21,39.9,398.74,324.42,1.1294,0.6654,15.0,1.0,0.0265,0.0003
EXP2020,Thésée,LT-Well water,5,21,999.8,373.09,258.54,22.3755,0.3726,15.0,1.0,0.3427,0.0032
EXP2020,Thésée,LT-Well water,5,21,999.9,185.45,126.04,12.2335,0.3168,15.0,1.0,0.3615,0.0034
EXP2020,Thésée,LT-Well water,5,21,1000.3,93.54,67.02,5.5677,0.2636,15.0,1.0,0.3714,0.0034
EXP2020,Thésée,LT-Well water,5,21,1000.1,47.94,38.71,1.9024,0.2236,15.0,1.0,0.3750,0.0035
EXP2020,Thésée,LT-Well water,5,21,1000.2,373.69,271.49,21.7786,0.3514,15.0,1.0,0.3783,0.0035
EXP2020,Thésée,LT-Well water,5,21,1000.0,371.99,263.99,23.2288,0.3689,15.0,1.0,0.3806,0.0035
EXP2020,Thésée,LT-Well water,5,21,999.9,371.23,261.17,23.8807,0.3764,15.0,1.0,0.3837,0.0036
EXP2020,Thésée,LT-Well water,5,21,1000.0,614.54,480.26,28.6616,0.3830,15.0,1.0,0.3850,0.0036
EXP2020,Thésée,LT-Well water,5,21,1000.0,963.25,823.41,28.4615,0.3615,15.0,1.0,0.3819,0.0036
EXP2020,Thésée,LT-Well water,5,21,999.9,1461.59,1310.62,28.2130,0.3539,15.0,1.0,0.3683,0.0035
EXP2020,Thésée,LT-Well water,5,2,200.2,982.76,887.75,12.4779,0.5811,15.0,1.0,0.2586,0.0025
EXP2020,Thésée,LT-Well water,5,2,150.0,987.01,882.11,9.5766,0.5951,15.0,1.0,0.1747,0.0017
EXP2020,Thésée,LT-Well water,5,2,120.2,989.99,855.85,7.6336,0.6035,15.0,1.0,0.1038,0.0010
EXP2020,Thésée,LT-Well water,5,2,89.8,992.74,829.71,5.6793,0.6105,15.0,1.0,0.0618,0.0006
EXP2020,Thésée,LT-Well water,5,2,60.0,995.61,835.01,3.4548,0.6164,15.0,1.0,0.0381,0.0004
EXP2020,Thésée,LT-Well water,5,2,40.0,997.38,873.38,1.8861,0.6233,15.0,1.0,0.0278,0.0003
EXP2020,Thésée,LT-Well water,6,21,2000.0,372.90,245.80,21.4930,0.1825,15.0,1.0,0.2934,0.0028
EXP2020,Thésée,LT-Well water,6,21,1500.0,373.28,250.49,21.1325,0.2328,15.0,1.0,0.2995,0.0028
EXP2020,Thésée,LT-Well water,6,21,1000.0,374.82,255.35,19.9585,0.3191,15.0,1.0,0.2908,0.0027
EXP2020,Thésée,LT-Well water,6,21,500.0,378.89,268.95,16.5411,0.4739,15.0,1.0,0.2623,0.0025
EXP2020,Thésée,LT-Well water,6,21,200.0,387.73,311.51,9.4231,0.5860,15.0,1.0,0.2203,0.0021
EXP2020,Thésée,LT-Well water,6,21,150.0,390.66,312.59,7.1803,0.6071,15.0,1.0,0.1623,0.0016
EXP2020,Thésée,LT-Well water,6,21,120.0,393.04,290.26,5.5247,0.6200,15.0,1.0,0.0921,0.0009
EXP2020,Thésée,LT-Well water,6,21,90.0,395.92,291.05,3.3013,0.6326,15.0,1.0,0.0536,0.0005
EXP2020,Thésée,LT-Well water,6,21,60.0,397.55,251.42,2.0838,0.6461,15.0,1.0,0.0237,0.0002
EXP2020,Thésée,LT-Well water,6,21,40.0,398.55,297.57,1.2827,0.6569,15.0,1.0,0.0216,0.0002
EXP2020,Thésée,LT-Well water,6,21,1000.0,376.71,250.67,18.4791,0.3105,15.0,1.0,0.2532,0.0024
EXP2020,Thésée,LT-Well water,6,21,1000.0,187.84,123.62,9.7749,0.2591,15.0,1.0,0.2631,0.0025
EXP2020,Thésée,LT-Well water,6,21,1000.0,94.67,66.57,4.4334,0.2186,15.0,1.0,0.2750,0.0026
EXP2020,Thésée,LT-Well water,6,21,1000.0,48.41,39.12,1.4638,0.1953,15.0,1.0,0.2834,0.0027
EXP2020,Thésée,LT-Well water,6,21,1000.0,377.18,270.21,17.9545,0.2926,15.0,1.0,0.2942,0.0028
EXP2020,Thésée,LT-Well water,6,21,1000.0,375.25,259.90,19.5213,0.3109,15.0,1.0,0.2953,0.0028
EXP2020,Thésée,LT-Well water,6,21,1000.0,375.09,257.22,19.6841,0.3176,15.0,1.0,0.2909,0.0027
EXP2020,Thésée,LT-Well water,6,21,1000.0,618.33,466.81,24.5192,0.3322,15.0,1.0,0.2859,0.0027
EXP2020,Thésée,LT-Well water,6,21,1000.0,965.12,792.22,26.2041,0.3266,15.0,1.0,0.2743,0.0026
EXP2020,Thésée,LT-Well water,6,21,1000.0,1463.26,1250.49,26.7648,0.3256,15.0,1.0,0.2317,0.0022
EXP2020,Thésée,LT-Well water,6,2,200.0,983.77,796.92,12.1859,0.5635,15.0,1.0,0.1149,0.0011
EXP2020,Thésée,LT-Well water,6,2,150.1,989.00,748.08,8.4209,0.5683,15.0,1.0,0.0599,0.0006
EXP2020,Thésée,LT-Well water,6,2,120.0,992.84,685.92,5.5238,0.5557,15.0,1.0,0.0302,0.0003
EXP2020,Thésée,LT-Well water,6,2,90.0,995.17,697.27,3.7022,0.5631,15.0,1.0,0.0209,0.0002
EXP2020,Thésée,LT-Well water,6,2,60.0,996.55,742.74,2.6212,0.6023,15.0,1.0,0.0175,0.0002
EXP2020,Thésée,LT-Well water,6,2,40.0,997.47,788.38,1.8570,0.6245,15.0,1.0,0.0153,0.0002
EXP2020,Thésée,LT-Well water,7,21,1999.9,369.67,272.10,23.4015,0.1786,15.0,1.0,0.4301,0.0039
EXP2020,Thésée,LT-Well water,7,21,1499.9,371.34,278.12,22.1117,0.2225,15.0,1.0,0.4269,0.0040
EXP2020,Thésée,LT-Well water,7,21,1000.2,373.95,284.93,20.0057,0.2924,15.0,1.0,0.4049,0.0038
EXP2020,Thésée,LT-Well water,7,21,500.0,380.05,303.65,15.1813,0.4090,15.0,1.0,0.3604,0.0034
EXP2020,Thésée,LT-Well water,7,21,200.1,389.17,341.33,7.8537,0.4992,15.0,1.0,0.3128,0.0030
EXP2020,Thésée,LT-Well water,7,21,149.9,391.45,345.76,6.1488,0.5256,15.0,1.0,0.2563,0.0025
EXP2020,Thésée,LT-Well water,7,21,120.1,393.08,342.70,5.0551,0.5433,15.0,1.0,0.1868,0.0018
EXP2020,Thésée,LT-Well water,7,21,90.2,395.01,343.33,3.7336,0.5586,15.0,1.0,0.1329,0.0013
EXP2020,Thésée,LT-Well water,7,21,60.1,396.85,344.67,2.4344,0.5731,15.0,1.0,0.0852,0.0008
EXP2020,Thésée,LT-Well water,7,21,40.0,398.10,351.20,1.4786,0.5834,15.0,1.0,0.0583,0.0006
EXP2020,Thésée,LT-Well water,7,21,999.8,376.51,273.08,18.2324,0.2826,15.0,1.0,0.3102,0.0029
EXP2020,Thésée,LT-Well water,7,21,1000.0,186.62,130.83,10.5548,0.2507,15.0,1.0,0.3322,0.0031
EXP2020,Thésée,LT-Well water,7,21,1000.1,94.08,70.04,4.8115,0.2126,15.0,1.0,0.3558,0.0033
EXP2020,Thésée,LT-Well water,7,21,1000.0,48.23,40.36,1.5716,0.1859,15.0,1.0,0.3697,0.0034
EXP2020,Thésée,LT-Well water,7,21,1000.0,377.82,296.45,16.9337,0.2539,15.0,1.0,0.3758,0.0035
EXP2020,Thésée,LT-Well water,7,21,999.9,375.62,286.33,18.7913,0.2780,15.0,1.0,0.3774,0.0035
EXP2020,Thésée,LT-Well water,7,21,1000.0,375.13,283.84,19.1989,0.2853,15.0,1.0,0.3766,0.0035
EXP2020,Thésée,LT-Well water,7,21,999.8,620.86,511.89,21.7753,0.2803,15.0,1.0,0.3670,0.0034
EXP2020,Thésée,LT-Well water,7,21,1000.0,969.57,854.28,21.7029,0.2683,15.0,1.0,0.3622,0.0034
EXP2020,Thésée,LT-Well water,7,21,1000.2,1467.51,1337.15,21.5052,0.2632,15.0,1.0,0.3337,0.0031
